"Id","Value","AdminConsentDisplayName","AdminConsentDescription"
"cb530fca-534b-4e72-aa74-bca7e8bbd06f","ResourceSpecificPermissionGrant.ReadForChat","Read resource specific permissions granted on a chat","Allows the app to read the resource specific permissions granted on the chat, on behalf of the signed-in user."
"eafad40c-bf7a-415a-b7f8-acdf5706b58f","ResourceSpecificPermissionGrant.ReadForTeam","Read resource specific permissions granted on a team","Allows the app to read the resource specific permissions granted on the team, on behalf of the signed-in user."
"f1d91a8f-88e7-4774-8401-b668d5bca0c5","ResourceSpecificPermissionGrant.ReadForUser","Read resource specific permissions granted on a user account","Allows the app to read the resource specific permissions granted on a user account, on behalf of the signed-in user."
"e197c06f-ae7b-4398-b0a2-89f76ebca159","RiskPreventionProviders.Read.All","Read all identity risk prevention providers","Allows the app to read your organization's risk prevention providers, on behalf of the signed-in user."
"2a7babba-9623-4109-bc9c-79728cf3bb4f","RiskPreventionProviders.ReadWrite.All","Read and write all identity risk prevention providers","Allows the app to read and write your organization's risk prevention providers, on behalf of the signed-in user."
"344a729c-0285-42c6-9014-f12b9b8d6129","RoleAssignmentSchedule.Read.Directory","Read all active role assignments for your company's directory","Allows the app to read the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes reading directory role templates, and directory roles."
"8c026be3-8e26-4774-9372-8d5d6f21daff","RoleAssignmentSchedule.ReadWrite.Directory","Read, update, and delete all active role assignments for your company's directory","Allows the app to read and manage the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes managing active directory role membership, and reading directory role templates, directory roles and active memberships."
"f71cd05c-3fdb-4568-aef2-e1cf62ee20d4","RoleAssignmentSchedule.Remove.Directory","Delete all active role assignments for your company's directory","Allows the app to delete the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user."
"eb0788c2-6d4e-4658-8c9e-c0fb8053f03d","RoleEligibilitySchedule.Read.Directory","Read all eligible role assignments for your company's directory","Allows the app to read the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes reading directory role templates, and directory roles."
"62ade113-f8e0-4bf9-a6ba-5acb31db32fd","RoleEligibilitySchedule.ReadWrite.Directory","Read, update, and delete  all eligible role assignments for your company's directory","Allows the app to read and manage the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships."
"58ac4fa2-b484-4d6e-ba97-beee2a574220","RoleEligibilitySchedule.Remove.Directory","Delete all eligible role assignments for your company's directory","Allows the app to delete the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user."
"48fec646-b2ba-4019-8681-8eb31435aded","RoleManagement.Read.All","Read role management data for all RBAC providers","Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on behalf of the signed-in user.  This includes reading role definitions and role assignments."
"9619b88a-8a25-48a7-9571-d23be0337a79","RoleManagement.Read.CloudPC","Read Cloud PC RBAC settings","Allows the app to read the Cloud PC role-based access control (RBAC) settings, on behalf of the signed-in user.  This includes reading Cloud PC role definitions and role assignments."
"dd689728-6eb8-4deb-bd38-2924a935f3de","RoleManagement.Read.Defender","Read M365 Defender RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes reading M365 Defender role definitions and role assignments."
"741c54c3-0c1e-44a1-818b-3f97ab4e8c83","RoleManagement.Read.Directory","Read directory RBAC settings","Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user.  This includes reading directory role templates, directory roles and memberships."
"3bc15058-7858-4141-b24f-ae43b4e80b52","RoleManagement.Read.Exchange","Read Exchange Online RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your organization's Exchange Online service, on behalf of the signed-in user. This includes reading Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies."
"501d06f8-07b8-4f18-b5c6-c191a4af7a82","RoleManagement.ReadWrite.CloudPC","Read and write Cloud PC RBAC settings","Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, on behalf of the signed-in user. This includes reading and managing Cloud PC role definitions and role assignments."
"d8914f8f-9f64-4bd1-b4d3-f5a701ed8457","RoleManagement.ReadWrite.Defender","Read M365 Defender RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes reading M365 Defender role definitions and role assignments."
"d01b97e9-cbc0-49fe-810a-750afd5527a3","RoleManagement.ReadWrite.Directory","Read and write directory RBAC settings","Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships."
"c1499fe0-52b1-4b22-bed2-7a244e0e879f","RoleManagement.ReadWrite.Exchange","Read and write Exchange Online RBAC configuration","Allows the app to read and manage the role-based access control (RBAC) settings for your organization's Exchange Online service, on behalf of the signed-in user. This includes reading, creating, updating, and deleting Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies."
"cce71173-f76d-446e-97ff-efb2d82e11b1","RoleManagementAlert.Read.Directory","Read all alert data for your company's directory","Allows the app to read the role-based access control (RBAC) alerts for your company's directory, on behalf of the signed-in user. This includes reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert."
"435644c6-a5b1-40bf-8f52-fe8e5b53e19c","RoleManagementAlert.ReadWrite.Directory","Read all alert data, configure alerts, and take actions on all alerts for your company's directory","Allows the app to read and manage the role-based access control (RBAC) alerts for your company's directory, on behalf of the signed-in user. This includes managing alert settings, initiating alert scans, dismissing alerts, remediating alert incidents, and reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert."
"7e26fdff-9cb1-4e56-bede-211fe0e420e8","RoleManagementPolicy.Read.AzureADGroup","Read all policies in PIM for Groups","Allows the app to read policies in Privileged Identity Management for Groups, on behalf of the signed-in user."
"3de2cdbe-0ff5-47d5-bdee-7f45b4749ead","RoleManagementPolicy.Read.Directory","Read all policies for privileged role assignments of your company's directory","Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, on behalf of the signed-in user."
"0da165c7-3f15-4236-b733-c0b0f6abe41d","RoleManagementPolicy.ReadWrite.AzureADGroup","Read, update, and delete all policies in PIM for Groups","Allows the app to read, update, and delete policies in Privileged Identity Management for Groups, on behalf of the signed-in user."
"1ff1be21-34eb-448c-9ac9-ce1f506b2a68","RoleManagementPolicy.ReadWrite.Directory","Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, on behalf of the signed-in user."
"fccf6dd8-5706-49fa-811f-69e2e1b585d0","Schedule.Read.All","Read user schedule items","Allows the app to read schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on behalf of the signed-in user."
"63f27281-c9d9-4f29-94dd-6942f7f1feb0","Schedule.ReadWrite.All","Read and write user schedule items","Allows the app to manage schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on behalf of the signed-in user."
"07919803-6073-4cd8-bc55-28077db0ee10","SchedulePermissions.ReadWrite.All","Read/Write schedule permissions for a role.","Allows the app to read/write schedule permissions for a specific role in Shifts application on behalf of the signed-in user."
"7d307522-aa38-4cd0-bd60-90c6f0ac50bd","SearchConfiguration.Read.All","Read your organization's search configuration","Allows the app to read search configuration, on behalf of the signed-in user."
"b1a7d408-cab0-47d2-a2a5-a74a3733600d","SearchConfiguration.ReadWrite.All","Read and write your organization's search configuration","Allows the app to read and write search configuration, on behalf of the signed-in user."
"1638cddf-07a4-4de2-8645-69c96cacad73","SecurityActions.Read.All","Read your organization's security actions","Allows the app to read security actions, on behalf of the signed-in user."
"dc38509c-b87d-4da0-bd92-6bec988bac4a","SecurityActions.ReadWrite.All","Read and update your organization's security actions","Allows the app to read or update security actions, on behalf of the signed-in user."
"bc257fb8-46b4-4b15-8713-01e91bfbe4ea","SecurityAlert.Read.All","Read all security alerts","Allows the app to read all security alerts, on behalf of the signed-in user."
"471f2a7f-2a42-4d45-a2bf-594d0838070d","SecurityAlert.ReadWrite.All","Read and write to all security alerts","Allows the app to read and write to all security alerts, on behalf of the signed-in user."
"53e6783e-b127-4a35-ab3a-6a52d80a9077","SecurityAnalyzedMessage.Read.All","Read metadata and detection details for emails in your organization","Read email metadata and security detection details on behalf of the signed in user."
"48eb8c83-6e58-46e7-a6d3-8805822f5940","SecurityAnalyzedMessage.ReadWrite.All","Read metadata, detection details, and execute remediation actions on emails in your organization","Read email metadata, security detection details, and execute remediation actions like deleting an email, on behalf of the signed in user."
"84499c31-ac2e-44d3-a0cf-a6c386d4dfe8","SecurityCopilotWorkspaces.Read.All","Read all Security Copilot resources for the signed-in user","Allows the app to read all Security Copilot signed-in user's resources on behalf of the signed-in user"
"206291b0-2167-47a7-a640-6cdc1df710ba","SecurityCopilotWorkspaces.ReadWrite.All","Read and write individually owned Security Copilot resources of the signed-in user","Allows the app to read and write Security Copilot resources owned by the signed-in user on their behalf."
"64733abd-851e-478a-bffb-e47a14b18235","SecurityEvents.Read.All","Read your organization’s security events","Allows the app to read your organization’s security events on behalf of the signed-in user."
"6aedf524-7e1c-45a7-bd76-ded8cab8d0fc","SecurityEvents.ReadWrite.All","Read and update your organization’s security events","Allows the app to read your organization’s security events on behalf of the signed-in user. Also allows the app to update editable properties in security events on behalf of the signed-in user."
"3e9ed69a-a48e-473c-8b97-413016703a37","SecurityIdentitiesAccount.Read.All","Read identity security available identity accounts","Allows the app to read all the identity security available identity accounts"
"818229ce-20e4-47bd-92f4-bc94dbb37a56","SecurityIdentitiesActions.ReadWrite.All","Read and perform identity security available actions","Allows the app to read and write identity security available actions on behalf of the signed-in identity."
"8ff90903-1ecb-4f3a-b8b2-42120374ecd6","SecurityIdentitiesAutoConfig.Read.All","Read sensors window auditing configuration","Allows the app to read the sensors window auditing configuration of the signed in user"
"b810fdb4-8733-43bd-9b37-fddb7215c69f","SecurityIdentitiesAutoConfig.ReadWrite.All","Read and write sensors window auditing configuration","Allows the app to read and write the sensors window auditing configuration of the signed in user"
"a0d0da43-a6df-4416-b63d-99c79991aae8","SecurityIdentitiesHealth.Read.All","Read identity security health issues","Allows the app to read all the identity security health issues of signed user"
"53e51eec-2d9b-4990-97f3-c9aa5d5652c3","SecurityIdentitiesHealth.ReadWrite.All","Read and write identity security health issues","Allows the app to read and write identity security health issues on behalf of the signed-in user."
"2c221239-7c5c-4b30-9355-d84663bfcd96","SecurityIdentitiesSensors.Read.All","Read identity security sensors","Allows the app to read all the identity security sensors of signed user"
"087c3ad9-c2ca-4b82-9885-d5e25ce9e183","SecurityIdentitiesSensors.ReadWrite.All","Read and write identity security sensors","Allows the app to read and write identity security sensors on behalf of the signed-in user."
"c7d0a939-da1c-4aca-80fa-d0a6cd924801","SecurityIdentitiesUserActions.Read.All","Read identity security available user actions","Allows the app to read all the identity security available user actions of signed user"
"bf230e97-1957-4df6-b3f6-57f9029eacdf","SecurityIdentitiesUserActions.ReadWrite.All","Read and perform identity security available user actions","Allows the app to read and write identity security available user actions on behalf of the signed-in user."
"b9abcc4f-94fc-4457-9141-d20ce80ec952","SecurityIncident.Read.All","Read incidents","Allows the app to read security incidents, on behalf of the signed-in user."
"128ca929-1a19-45e6-a3b8-435ec44a36ba","SecurityIncident.ReadWrite.All","Read and write to incidents","Allows the app to read and write security incidents, on behalf of the signed-in user."
"a4633e44-d355-4474-99df-8c2de6b0e39e","SensitivityLabel.Evaluate","Evaluate sensitivity labels","Allow the app to determine if there is any sensitivity label to be applied automatically to the content or recommended to the user for manual application, on behalf of the signed-in user."
"a42e3c42-b31e-4919-b699-696dca5dc9e7","SensitivityLabel.Evaluate.All","Evaluate labels tenant scope.","Allows the app to evaluate all sensitivity label."
"1aeb73ce-68d7-49b7-913a-eedc80844551","SensitivityLabel.Read","Get labels user scope.","Allows the app to get sensitivity labels."
"8b377c27-ea19-4863-a948-8a8588c8f2c3","SensitivityLabels.Read.All","Get labels app scope.","Allows the app to get sensitivity labels."
"1fe7aa48-9373-4a47-8df3-168335e0f4c9","ServiceActivity-Exchange.Read.All","Read all Exchange service activity","Allows the app to read all Exchange service activity, on behalf of the signed-in user."
"d74c75b1-d5a9-479d-902d-92f8f99182c1","ServiceActivity-Microsoft365Web.Read.All","Read all Microsoft 365 Web service activity","Allows the app to read all Microsoft 365 Web service activity, on behalf of the signed-in user."
"347e3c16-30f3-4ac7-9b52-fc3c053de9c9","ServiceActivity-OneDrive.Read.All","Read all One Drive service activity","Allows the app to read all One Drive service activity, on behalf of the signed-in user."
"404d76f0-e10e-460a-92be-ef19600c54d1","ServiceActivity-Teams.Read.All","Read all Teams service activity","Allows the app to read all Teams service activity, on behalf of the signed-in user."
"55896846-df78-47a7-aa94-8d3d4442ca7f","ServiceHealth.Read.All","Read service health","Allows the app to read your tenant's service health information on behalf of the signed-in user. Health information may include service issues or service health overviews."
"eda39fa6-f8cf-4c3c-a909-432c683e4c9b","ServiceMessage.Read.All","Read service announcement messages","Allows the app to read your tenant's service announcement messages on behalf of the signed-in user. Messages may include information about new or changed features."
"636e1b0b-1cc2-4b1c-9aa9-4eeed9b9761b","ServiceMessageViewpoint.Write","Update user status on service announcement messages","Allows the app to update service announcement messages' user status on behalf of the signed-in user. The message status can be marked as read, archive, or favorite."
"9f9ce928-e038-4e3b-8faf-7b59049a8ddc","ServicePrincipalEndpoint.Read.All","Read service principal endpoints","Allows the app to read service principal endpoints"
"7297d82c-9546-4aed-91df-3d4f0a9b3ff0","ServicePrincipalEndpoint.ReadWrite.All","Read and update service principal endpoints","Allows the app to update service principal endpoints"
"c608c170-08b5-466b-a8fe-0b4074b01613","SharePointCrossTenantMigration.Manage.All","Read, write and manage SharePoint Cross-Tenant migration settings and tasks","Allows the app to read, write and manage your tenant's SharePoint Cross-Tenant migration settings and tasks, on behalf of the signed-in user."
"00dcb678-f9af-4e73-acb1-4f1657364629","SharePointCrossTenantMigration.Read.All","Read SharePoint Cross-Tenant migration settings and tasks","Allows the app to read your tenant's SharePoint Cross-Tenant migration settings and tasks, on behalf of the signed-in user."
"2ef70e10-5bfd-4ede-a5f6-67720500b258","SharePointTenantSettings.Read.All","Read SharePoint and OneDrive tenant settings","Allows the application to read the tenant-level settings in SharePoint and OneDrive on behalf of the signed-in user."
"aa07f155-3612-49b8-a147-6c590df35536","SharePointTenantSettings.ReadWrite.All","Read and change SharePoint and OneDrive tenant settings","Allows the application to read and change the tenant-level settings of SharePoint and OneDrive on behalf of the signed-in user."
"50f66e47-eb56-45b7-aaa2-75057d9afe08","ShortNotes.Read","Read short notes of the signed-in user","Allows the app to read all the short notes a sign-in user has access to."
"328438b7-4c01-4c07-a840-e625a749bb89","ShortNotes.ReadWrite","Read, create, edit, and delete short notes of the signed-in user","Allows the app to read, create, edit, and delete short notes of a signed-in user."
"458e1edc-1e75-438c-8c7b-c32115c9d373","SignInIdentifier.Read.All","Read SignInIdentifiers","Allows the app to read your organization's sign-in identifiers, on behalf of the signed-in user."
"b4673c3c-7b5a-4012-9826-7c7e3c8db6af","SignInIdentifier.ReadWrite.All","Read and write all sign-in identifiers","Allows the app to read and write your organization's sign-in identifiers, on behalf of the signed-in user."
"5a54b8b3-347c-476d-8f8e-42d5c7424d29","Sites.FullControl.All","Have full control of all site collections","Allows the application to have full control of all site collections on behalf of the signed-in user."
"65e50fdc-43b7-4915-933e-e8138f11f40a","Sites.Manage.All","Create, edit, and delete items and lists in all site collections","Allows the application to create or delete document libraries and lists in all site collections on behalf of the signed-in user."
"205e70e5-aba6-4c52-a976-6d2d46c48043","Sites.Read.All","Read items in all site collections","Allows the application to read documents and list  items in all site collections on behalf of the signed-in user"
"89fe6a52-be36-487e-b7d8-d061c450a026","Sites.ReadWrite.All","Edit or delete items in all site collections","Allows the application to edit or delete documents and list items in all site collections on behalf of the signed-in user."
"f89c84ef-20d0-4b54-87e9-02e856d66d53","Sites.Selected","Access selected Sites, on behalf of the signed-in user","Allow the application to access a subset of site collections on behalf of the signed-in user.  The specific site collections and the permissions granted will be configured in SharePoint Online."
"258f6531-6087-4cc4-bb90-092c5fb3ed3f","SMTP.Send","Send emails from mailboxes using SMTP AUTH.","Allows the app to be able to send emails from the user’s mailbox using the SMTP AUTH client submission protocol."
"9b4aa4b1-aaf3-41b7-b743-698b27e77ff6","SpiffeTrustDomain.Read.All","Read SPIFFE trust domains and child resources","Allows the app to read your organization's SPIFFE trust domains and child resources on behalf of the user."
"8ba47079-8c47-4bfe-b2ce-13f28ef37247","SpiffeTrustDomain.ReadWrite.All","Read and write SPIFFE trust domains and child resources","Allows the app to read and write your organization's SPIFFE trust domains and child resources on behalf of the user."
"fd1d61cb-4e4b-4d15-a6d2-161348681d84","Storyline.ReadWrite.All","Read and write all Viva Engage storylines","Allows the app to modify the Viva Engage storyline and read all storyline properties on behalf of the signed-in user."
"9c3af74c-fd0f-4db4-b17a-71939e2a9d77","SubjectRightsRequest.Read.All","Read subject rights requests","Allows the app to read subject rights requests on behalf of the signed-in user"
"2b8fcc74-bce1-4ae3-a0e8-60c53739299d","SubjectRightsRequest.ReadWrite.All","Read and write subject rights requests","Allows the app to read and write subject rights requests on behalf of the signed-in user"
"5f88184c-80bb-4d52-9ff2-757288b2e9b7","Subscription.Read.All","Read all webhook subscriptions ","Allows the app to read all webhook subscriptions on behalf of the signed-in user."
"7aa02aeb-824f-4fbe-a3f7-611f751f5b55","Synchronization.Read.All","Read all Azure AD synchronization data","Allows the app to read Azure AD synchronization information, on behalf of the signed-in user."
"7bb27fa3-ea8f-4d67-a916-87715b6188bd","Synchronization.ReadWrite.All","Read and write all Azure AD synchronization data","Allows the app to configure the Azure AD synchronization service, on behalf of the signed-in user."
"1a2e7420-4e92-4d2b-94cb-fb2952e9ddf7","SynchronizationData-User.Upload","Upload user data to the identity synchronization service","Allows the app to upload bulk user data to the identity synchronization service, on behalf of the signed-in user."
"f45671fb-e0fe-4b4b-be20-3d3ce43f1bcb","Tasks.Read","Read user's tasks and task lists","Allows the app to read the signed-in user’s tasks and task lists, including any shared with the user. Doesn't include permission to create, delete, or update anything."
"88d21fd4-8e5a-4c32-b5e2-4a1c95f34f72","Tasks.Read.Shared","Read user and shared tasks","Allows the app to read tasks a user has permissions to access, including their own and shared tasks."
"2219042f-cab5-40cc-b0d2-16b1540b4c5f","Tasks.ReadWrite","Create, read, update, and delete user’s tasks and task lists","Allows the app to create, read, update, and delete the signed-in user's tasks and task lists, including any shared with the user."
"c5ddf11b-c114-4886-8558-8a4e557cd52b","Tasks.ReadWrite.Shared","Read and write user and shared tasks","Allows the app to create, read, update, and delete tasks a user has permissions to, including their own and shared tasks."
"7825d5d6-6049-4ce7-bdf6-3b8d53f4bcd0","Team.Create","Create teams","Allows the app to create teams on behalf of the signed-in user."
"485be79e-c497-4b35-9400-0e3fa7f2a5d4","Team.ReadBasic.All","Read the names and descriptions of teams","Read the names and  descriptions of teams, on behalf of the signed-in user."
"2497278c-d82d-46a2-b1ce-39d4cdde5570","TeamMember.Read.All","Read the members of teams","Read the members of teams, on behalf of the signed-in user."
"4a06efd2-f825-4e34-813e-82a57b03d1ee","TeamMember.ReadWrite.All","Add and remove members from teams","Add and remove members from teams, on behalf of the signed-in user. Also allows changing a member's role, for example from owner to non-owner."
"2104a4db-3a2f-4ea0-9dba-143d457dc666","TeamMember.ReadWriteNonOwnerRole.All","Add and remove members with non-owner role for all teams","Add and remove members from all teams, on behalf of the signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role."
"0e755559-83fb-4b44-91d0-4cc721b9323e","TeamsActivity.Read","Read user's teamwork activity feed","Allows the app to read the signed-in user's teamwork activity feed."
"7ab1d787-bae7-4d5d-8db6-37ea32df9186","TeamsActivity.Send","Send a teamwork activity as the user","Allows the app to create new notifications in users' teamwork activity feeds on behalf of the signed in user. These notifications may not be discoverable or be held or governed by compliance policies."
"d1ba22c6-3f02-4c91-addb-bc3399bcca88","TeamsAppInstallation.ManageSelectedForChat","Manage installation and permission grants of selected Teams apps in chats","Allows the app to read, install, upgrade, and uninstall selected Teams apps in chats the signed-in user can access. Gives the ability to manage permission grants for accessing those specific chats' data."
"c67b2d7e-6b80-4218-938a-05e73058e42d","TeamsAppInstallation.ManageSelectedForTeam","Manage installation and permission grants of selected Teams apps in teams","Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Gives the ability to manage permission grants for accessing those specific teams' data."
"830c2bd9-c335-4caf-bf83-c07fa8a23ef1","TeamsAppInstallation.ManageSelectedForUser","Manage installation and permission grants of selected Teams apps in users' personal scope","Allows the app to read, install, upgrade, and uninstall seleected Teams apps in user accounts, on behalf of the signed-in user. Gives the ability to manage permission grants for accessing those specific users' data."
"bf3fbf03-f35f-4e93-963e-47e4d874c37a","TeamsAppInstallation.ReadForChat","Read installed Teams apps in chats","Allows the app to read the Teams apps that are installed in chats the signed-in user can access. Does not give the ability to read application-specific settings."
"5248dcb1-f83b-4ec3-9f4d-a4428a961a72","TeamsAppInstallation.ReadForTeam","Read installed Teams apps in teams","Allows the app to read the Teams apps that are installed in teams the signed-in user can access. Does not give the ability to read application-specific settings."
"c395395c-ff9a-4dba-bc1f-8372ba9dca84","TeamsAppInstallation.ReadForUser","Read user's installed Teams apps","Allows the app to read the Teams apps that are installed for the signed-in user. Does not give the ability to read application-specific settings."
"0f3420c2-c6ec-46de-ab72-fd51267087d5","TeamsAppInstallation.ReadSelectedForChat","Read selected installed Teams apps in chats","Allows the app to read the selected Teams apps that are installed in chats the signed-in user can access. Does not give the ability to read application-specific settings."
"b55df1c0-db20-435b-aef2-afe6ed487e16","TeamsAppInstallation.ReadSelectedForTeam","Read selected installed Teams apps in teams","Allows the app to read the selected Teams apps that are installed in teams the signed-in user can access. Does not give the ability to read application-specific settings."
"fe2e4e1d-101f-4fb2-9cb1-9d6659db45d4","TeamsAppInstallation.ReadSelectedForUser","Read user's selected installed Teams apps","Allows the app to read the selected Teams apps that are installed for the signed-in user. Does not give the ability to read application-specific settings."
"e1408a66-8f82-451b-a2f3-3c3e38f7413f","TeamsAppInstallation.ReadWriteAndConsentForChat","Manage installed Teams apps in chats","Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Gives the ability to manage permission grants for accessing those specific chats' data."
"946349d5-2a9d-4535-abc0-7beeacaedd1d","TeamsAppInstallation.ReadWriteAndConsentForTeam","Manage installed Teams apps in teams","Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Gives the ability to manage permission grants for accessing those specific teams' data."
"2da62c49-dfbd-40df-ba16-fef3529d391c","TeamsAppInstallation.ReadWriteAndConsentForUser","Manage installation and permission grants of Teams apps in users' personal scope","Allows the app to read, install, upgrade, and uninstall Teams apps in user accounts, on behalf of the signed-in user. Gives the ability to manage permission grants for accessing those specific users' data."
"a0e0e18b-8fb2-458f-8130-da2d7cab9c75","TeamsAppInstallation.ReadWriteAndConsentSelfForChat","Allow the Teams app to manage itself and its permission grants in chats","Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access, and manage its permission grants for accessing those specific chats' data."
"4a6bbf29-a0e1-4a4d-a7d1-cef17f772975","TeamsAppInstallation.ReadWriteAndConsentSelfForTeam","Allow the Teams app to manage itself and its permission grants in teams","Allows a Teams app to read, install, upgrade, and uninstall itself in teams the signed-in user can access, and manage its permission grants for accessing those specific teams' data."
"7a349935-c54d-44ab-ab66-1b460d315be7","TeamsAppInstallation.ReadWriteAndConsentSelfForUser","Allow the Teams app to manage itself and its permission grants in user accounts","Allows a Teams app to read, install, upgrade, and uninstall itself in user accounts, and manage its permission grants for accessing those specific users' data, on behalf of the signed-in user."
"aa85bf13-d771-4d5d-a9e6-bca04ce44edf","TeamsAppInstallation.ReadWriteForChat","Manage installed Teams apps in chats","Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings."
"2e25a044-2580-450d-8859-42eeb6e996c0","TeamsAppInstallation.ReadWriteForTeam","Manage installed Teams apps in teams","Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Does not give the ability to read application-specific settings."
"093f8818-d05f-49b8-95bc-9d2a73e9a43c","TeamsAppInstallation.ReadWriteForUser","Manage user's installed Teams apps","Allows the app to read, install, upgrade, and uninstall Teams apps installed for the signed-in user. Does not give the ability to read application-specific settings."
"690aa3b6-4b71-41c2-a990-77a8c4768d2b","TeamsAppInstallation.ReadWriteSelectedForChat","Manage selected Teams apps installed in chats","Allows the app to read, install, upgrade, and uninstall selected Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings."
"9131c833-9a49-4c54-b38f-615ecfc4fc69","TeamsAppInstallation.ReadWriteSelectedForTeam","Manage selected Teams apps installed in teams","Allows the app to read, install, upgrade, and uninstall selected Teams apps in teams the signed-in user can access. Does not give the ability to read application-specific settings."
"ea819e27-c92a-4118-b83b-4540b125d744","TeamsAppInstallation.ReadWriteSelectedForUser","Manage selected Teams apps installed for a user","Allows the app to read, install, upgrade, and uninstall selected Teams apps installed for the signed in user. Does not give the ability to read application-specific settings."
"0ce33576-30e8-43b7-99e5-62f8569a4002","TeamsAppInstallation.ReadWriteSelfForChat","Allow the Teams app to manage itself in chats","Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access."
"0f4595f7-64b1-4e13-81bc-11a249df07a9","TeamsAppInstallation.ReadWriteSelfForTeam","Allow the app to manage itself in teams","Allows a Teams app to read, install, upgrade, and uninstall itself to teams the signed-in user can access."
"207e0cb1-3ce7-4922-b991-5a760c346ebc","TeamsAppInstallation.ReadWriteSelfForUser","Allow the Teams app to manage itself for a user","Allows a Teams app to read, install, upgrade, and uninstall itself for the signed-in user."
"48638b3c-ad68-4383-8ac4-e6880ee6ca57","TeamSettings.Read.All","Read teams' settings","Read all teams' settings, on behalf of the signed-in user."
"39d65650-9d3e-4223-80db-a335590d027e","TeamSettings.ReadWrite.All","Read and change teams' settings","Read and change all teams' settings, on behalf of the signed-in user."
"6997c35c-a586-440c-8a0b-4ffe5d118dc0","TeamsPolicyUserAssign.ReadWrite.All","Read and Write Teams policy user assignment and unassigment for all policy types.","Allow the app to read or write/update the policy assignment and unassigment for Teams users for all policy type categories."
"ea2cbd09-253c-4f69-a0e6-07383c5f07cc","TeamsResourceAccount.Read.All","Read Teams resource accounts","Allows the app to read your tenant's resource accounts on behalf of the signed-in admin user."
"a9ff19c2-f369-4a95-9a25-ba9d460efc8e","TeamsTab.Create","Create tabs in Microsoft Teams.","Allows the app to create tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs."
"59dacb05-e88d-4c13-a684-59f1afc8cc98","TeamsTab.Read.All","Read tabs in Microsoft Teams.","Read the names and settings of tabs inside any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs."
"b98bfd41-87c6-45cc-b104-e2de4f0dafb9","TeamsTab.ReadWrite.All","Read and write tabs in Microsoft Teams.","Read and write tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs."
"ee928332-e9c2-4747-b4a0-f8c164b68de6","TeamsTab.ReadWriteForChat","Allow the Teams app to manage all tabs in chats","Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats the signed-in user can access."
"c975dd04-a06e-4fbb-9704-62daad77bb49","TeamsTab.ReadWriteForTeam","Allow the Teams app to manage all tabs in teams","Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams the signed-in user can access."
"c37c9b61-7762-4bff-a156-afc0005847a0","TeamsTab.ReadWriteForUser","Allow the Teams app to manage all tabs for a user","Allows a Teams app to read, install, upgrade, and uninstall all tabs for the signed-in user."
